,ReportDate,Allegany,AnneArundel,Baltimore,BaltimoreCity,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Fredrick,Garrett,Harford,Howard,Kent,Montgomery,PrinceGeorges,QueenAnnes,Somerset,StMarys,Talbot,Washington,Wicomico,Worcester,AlleganyDailyCases,AlleganyDailyCases7Day,AlleganyDaily100K,AlleganyDailyCases100k7D,AADailyCases,AA7Day,AADaily100k3,AA100k7D-2020Census,BaltimoreDailyCases,Baltimore7Day,BaltimoreDaily100k,Baltimore7D100k,BaltCityDailyCases,BaltCity7Day,BaltCityeDaily100k,BaltCity7D100k,CalvertDailyCase,Calvert7Day,CalverteDaily100k,Calvert7D100k,CarolineDailyCases,Caroline7Day,CarolineDaily100k,Caroline7D100k,CarrollDaily,Carroll7Day,CarrollDaily100k,Carroll7D100k,CecilDaily,Cecil7Day,CecilDaily100k,Cecil7D100k,CharlesDaily,Charles7Day,CharlesDaily100K,Charles7D100k,DorchesterDaily,Dorchester7Day,DorchesterDaily100K,Dorchester7D100k,FrederickDaily,Frederick7Day,FrederrickDaily100K,Frederick7D100k,GarrettDaily,Garrett7Day,GarrettDaily100k,Garrett7D100k,HarfordDaily,Harford7Day,HarfordDaily100k,Harford7D100k,HowardDaily,Howard7Day,HowardDaily100k,Howard7D100k,KentDaily,Kent7Day,KentDaily100k,Kent7D100k,MontgomeryDaily,Montgomery7Day,MontgomeryDaily100k,Montgomery7D100k,PGDaily,PG7Day,PGDaily100k,PG7D100k,QADaily,QA7Day,QADaily100k,QA7D100k,StMarysDaily,StMarys7Day,StMarysDaily100k,StMarys7D100k,SomersetDaily,Somerset7Day,SomersetDaily100k,Somerset7D100k,TalbotDaily,Talbot7Day,TalbotDaily100k,Talbot7D100k,WashingtonDaily,Washington7Day,WashingtonDaily100k,Washington7D100k,WicomicoDaily,Wicomico7Day,WicomicoDaily100k,Wicomico7D100k,WorcesterDaily,Worcester7Day,WorcesterDaily100k,Worcester7D100k,Western,southern,central,capital,Eastern,I95,WesternDaily,Western7Day,WesternDaily100k,Western7D100k,SouthernDaily,Southern7Day,SouthernDaily100k,Southern7D100k,CentralDaily,Central7Day,CentralDaily100k,Central7D100k,CapitalDaily,Capital7Day,CapitalDaily100k,Capital7D100k,EasternDaily,Eastern7Day,EasternDaily100k,Eastern7D100k,I95Daily,I957Day,I95Daily100k,I957D100k
634,2021-11-28 15:00:00,10503.0,55275.0,79944.0,64083.0,5964.0,3466.0,12731.0,9439.0,14927.0,4411.0,25705.0,3772.0,22100.0,23563.0,1884.0,85088.0,101907.0,4180.0,3445.0,10385.0,3094.0,21415.0,11638.0,5218.0,49.0,30.714285714285715,71.9466713652248,45.09776776537415,47.0,74.85714285714286,7.989650852257756,12.725158196301107,96.0,116.57142857142857,11.234179992627569,13.64150427676205,82.0,82.42857142857143,14.00015024551483,14.07332176247745,3.0,7.142857142857143,3.23335093713288,7.698454612221142,8.0,12.428571428571429,24.02907518096897,37.33088465614822,26.0,34.857142857142854,15.03837678074625,20.161340299462008,18.0,24.285714285714285,17.35357917570499,23.413559205316258,10.0,15.571428571428571,6.001788532982829,9.345642144216118,10.0,10.857142857142858,30.739909624665707,33.37475902106562,22.0,54.857142857142854,8.096659391940879,20.18907276951492,14.0,15.857142857142858,48.60098590571409,55.04805546463535,62.0,58.42857142857143,23.76170839018258,22.39294638613981,42.0,30.714285714285715,12.638534892888417,9.242465993098673,4.0,4.428571428571429,20.835503698301906,23.067879094548545,112.0,105.42857142857143,10.545533636956822,9.242465993098673,58.0,74.0,5.996685280515632,7.650943288933738,6.0,10.857142857142858,12.030316397321249,21.769143957057505,9.0,10.571428571428571,7.910210323703384,9.2913581580008,2.0,2.5714285714285716,8.123476848090982,10.444470233259835,9.0,7.0,23.983371529073175,18.65373341150136,129.0,64.57142857142857,83.38450599528134,41.738423820450905,18.0,17.714285714285715,17.376530100011585,17.10071216191616,2.0,7.285714285714286,3.812428516965307,13.888132454659333,35690.0,24336.0,257696.0,212700.0,53715.0,301036.0,192.0,111.14285714285714,76.30644988216217,44.17144197047781,15.0,25.285714285714285,5.2813182170269695,8.902793565845464,355.0,397.85714285714283,14.054902805398193,15.751671755748074,192.0,234.28571428571428,8.344274328448892,10.18200141269061,84.0,105.42857142857143,15.38540437971178,19.310252435760706,358.0,386.42857142857144,11.531981922490909,12.447729888402993
635,2021-11-29 15:00:00,10508.0,55356.0,80057.0,64173.0,5981.0,3482.0,12757.0,9461.0,14938.0,4419.0,25749.0,3781.0,22151.0,23587.0,1886.0,85170.0,101976.0,4187.0,3445.0,10395.0,3109.0,21456.0,11653.0,5222.0,5.0,30.0,7.3414970780841635,44.04898246850498,81.0,77.57142857142857,13.769398277295283,13.186566604182255,113.0,116.42857142857143,13.223566032988701,13.624786747011115,90.0,81.0,15.366018562150424,13.829416705935381,17.0,8.857142857142858,18.32232197708632,9.546083719154216,16.0,13.0,48.05815036193794,39.04724716907458,26.0,33.57142857142857,15.03837678074625,19.41768430480972,22.0,23.428571428571427,21.209930103639433,22.58719829218745,11.0,14.0,6.601967386281111,8.40250394617596,8.0,10.142857142857142,24.59192769973256,31.17905119073236,44.0,52.57142857142857,16.193318783881757,19.34786140411847,9.0,15.142857142857142,31.243490939387627,52.56841332658871,51.0,59.0,19.545921417730835,22.61194830678665,24.0,29.142857142857142,7.222019938793381,8.769595639963391,2.0,3.4285714285714284,10.417751849150953,17.859003169973068,82.0,103.85714285714286,7.720837127057674,8.769595639963391,69.0,72.57142857142857,7.13398766130308,7.503241681039263,7.0,10.428571428571429,14.035369130208124,20.909835642963127,10.0,9.714285714285714,8.789122581892649,8.538004793838573,0.0,2.2857142857142856,0.0,9.28397354067541,15.0,8.285714285714286,39.97228588178862,22.079929344226098,41.0,65.42857142857143,26.502052293073916,42.2924736941737,15.0,17.142857142857142,14.480441750009653,16.54907628572532,4.0,7.0,7.624857033930614,13.343499809378574,35745.0,24364.0,258081.0,212895.0,53814.0,301405.0,55.0,110.57142857142857,21.858618455827706,43.94433944106661,28.0,25.142857142857142,9.858460671783677,8.852495297111874,385.0,396.7142857142857,15.24264107064311,15.706424583738743,195.0,229.0,8.474653614830904,9.952285527160395,99.0,102.57142857142857,18.132798018946026,18.786939361620846,369.0,381.57142857142856,11.886316562567444,12.291270436940627
636,2021-11-30 15:00:00,10526.0,55481.0,80262.0,64328.0,5991.0,3499.0,12797.0,9486.0,14962.0,4426.0,25836.0,3787.0,22253.0,23624.0,1894.0,85310.0,102081.0,4205.0,3448.0,10411.0,3117.0,21506.0,11672.0,5241.0,18.0,25.428571428571427,26.429389481102987,37.33675656854232,125.0,86.57142857142857,21.249071415579138,14.716499746103953,205.0,133.28571428571428,23.98965519259012,15.597455257621315,155.0,93.28571428571429,26.463698634814616,15.927000192197184,10.0,10.142857142857142,10.777836457109599,10.931805549354022,17.0,14.714285714285714,51.061784759559075,44.196334707853644,40.0,35.285714285714285,23.135964278071153,20.409225631012767,25.0,25.428571428571427,24.10219329959026,24.515373756154666,24.0,15.714285714285714,14.404292479158789,9.431381980401587,7.0,9.0,21.517936737265995,27.665918662199136,87.0,56.285714285714285,32.01860759540257,20.7148298728877,6.0,13.857142857142858,20.828993959591752,48.10505747810476,102.0,68.71428571428571,39.09184283546167,26.334980957783,37.0,29.571428571428573,11.133947405639796,8.898560281727558,8.0,4.285714285714286,41.67100739660381,22.32375396246633,140.0,108.42857142857143,13.181917046196029,8.898560281727558,105.0,78.42857142857143,10.856068180243817,8.108818273406607,18.0,12.714285714285714,36.090949191963745,25.492813318133127,16.0,10.857142857142858,14.06259613102824,9.542475946054877,3.0,2.142857142857143,12.185215272136475,8.703725194383196,8.0,8.142857142857142,21.318552470287266,21.699240907256684,50.0,66.28571428571429,32.31957596716331,42.846523567896504,19.0,17.857142857142858,18.34189288334556,17.238621130963875,19.0,9.571428571428571,36.218070911170415,18.2451936169054,35819.0,24401.0,258745.0,213227.0,53951.0,302034.0,74.0,105.57142857142857,29.409777558750005,41.95719230871864,37.0,28.0,13.027251601999858,9.858460671783677,664.0,446.7142857142857,26.28860693742084,17.68598835914694,332.0,243.14285714285714,14.428641026276205,10.566930734389889,137.0,112.57142857142857,25.09286190500612,20.618535121110344,629.0,428.7142857142857,20.261498964376482,13.809847465840068
637,2021-12-01 15:00:00,10561.0,55599.0,80427.0,64391.0,6002.0,3508.0,12825.0,9534.0,14977.0,4436.0,25907.0,3800.0,22322.0,23671.0,1896.0,85430.0,102189.0,4211.0,3450.0,10424.0,3130.0,21650.0,11698.0,5247.0,35.0,26.428571428571427,51.39047954658914,38.80505598415915,118.0,91.28571428571429,20.059123416306708,15.517893296634366,165.0,141.42857142857142,19.308746862328636,16.550354453424543,63.0,86.0,10.756212993505295,14.683084403832625,11.0,10.714285714285714,11.85562010282056,11.547681918331714,9.0,14.857142857142858,27.03270957859009,44.625425336085236,28.0,34.0,16.195174994649808,19.66556963636048,48.0,28.142857142857142,46.2762111352133,27.132183314395895,15.0,15.0,9.002682799474243,9.002682799474243,10.0,9.714285714285714,30.739909624665707,29.861626492532398,71.0,57.142857142857146,26.130128037627383,21.030284134911373,13.0,14.142857142857142,45.1294869124488,49.09691433332341,69.0,69.85714285714286,26.44448191810642,26.77298479907669,47.0,33.142857142857146,14.143122380137038,9.97326562976229,2.0,3.857142857142857,10.417751849150953,20.0913785662197,120.0,114.71428571428571,11.298786039596596,9.97326562976229,108.0,83.42857142857143,11.16624155682221,8.625773901037265,6.0,12.0,12.030316397321249,24.060632794642498,13.0,11.142857142857142,11.425859356460444,9.793593734108953,2.0,2.142857142857143,8.123476848090982,8.703725194383196,13.0,9.0,34.64264776421681,23.983371529073175,144.0,74.42857142857143,93.08037878543034,48.1099973682631,26.0,18.714285714285715,25.0994323666834,18.06607494525014,6.0,8.571428571428571,11.43728555089592,16.338979358422744,36011.0,24429.0,259235.0,213526.0,54084.0,302534.0,192.0,115.0,76.30644988216217,45.70438404400339,28.0,27.857142857142858,9.858460671783677,9.808162403050087,490.0,455.7142857142857,19.39972499900032,18.042309838720417,299.0,255.28571428571428,12.994468876074052,11.094656417364707,133.0,116.0,24.36022360121032,21.246510810078174,500.0,442.0,16.10612000347892,14.237810083075365
638,2021-12-02 15:00:00,10624.0,55782.0,80665.0,64548.0,6026.0,3536.0,12882.0,9567.0,15005.0,4471.0,26034.0,3845.0,22441.0,23718.0,1904.0,85615.0,102358.0,4232.0,3454.0,10469.0,3147.0,21796.0,11726.0,5268.0,63.0,32.857142857142854,92.50286318386046,48.244123655981646,183.0,103.85714285714286,31.10864055240786,17.654942764715468,238.0,150.42857142857142,27.851404565055848,17.603558827733377,157.0,99.85714285714286,26.805165713973516,17.048963452290707,24.0,12.0,25.86680749706304,12.93340374853152,28.0,14.142857142857142,84.1017631333914,42.47997219492729,57.0,35.57142857142857,32.9687490962514,20.574482518713275,33.0,27.285714285714285,31.814895155459144,26.305822401267086,28.0,16.142857142857142,16.80500789235192,9.688601488957996,35.0,12.857142857142858,107.58968368632996,39.52274094599876,127.0,65.71428571428571,46.73980648984053,24.184826755148084,45.0,17.0,156.21745469693815,59.01548288550997,119.0,75.0,45.60714997470528,28.744002084898284,47.0,34.0,14.143122380137038,10.231194913290624,8.0,4.714285714285714,41.67100739660381,24.556129358712962,185.0,123.0,17.41896181104475,10.231194913290624,169.0,95.85714285714286,17.47310021391624,9.910777889719185,21.0,11.142857142857142,42.10610739062437,22.342016166453753,45.0,15.714285714285714,39.55105161851692,13.811478342974164,4.0,2.142857142857143,16.246953696181965,8.703725194383196,17.0,10.428571428571429,45.30192399936045,27.79025589876733,146.0,82.71428571428571,94.37316182411688,53.465812814250164,28.0,19.714285714285715,27.030157933351354,19.031437728584116,21.0,9.571428571428571,40.03049942813572,18.245193616905397,36265.0,24485.0,260036.0,214007.0,54320.0,303297.0,254.0,132.57142857142858,100.94707432327704,52.68778682339769,56.0,30.285714285714285,19.716921343567353,10.66323297152112,801.0,498.7142857142857,31.7126116820393,19.744734685571466,481.0,284.57142857142856,20.904145583249566,12.367406593951033,236.0,125.57142857142857,43.22565992395214,22.999609608446693,763.0,482.42857142857144,24.577939125308838,15.54010492907095
639,2021-12-03 15:00:00,10670.0,55938.0,80864.0,64760.0,6058.0,3579.0,12934.0,9598.0,15028.0,4490.0,26138.0,3876.0,22540.0,23746.0,1916.0,85811.0,102496.0,4257.0,3465.0,10485.0,3172.0,21925.0,11781.0,5286.0,46.0,31.285714285714285,67.5417731183743,45.93679600286948,156.0,113.28571428571429,26.518841126642766,19.257729865776295,199.0,159.57142857142858,23.287518943050898,18.673480731793145,212.0,115.85714285714286,36.19551039084322,19.780700085561897,32.0,14.142857142857142,34.48907666275072,15.24294013219786,43.0,17.571428571428573,129.15627909770822,52.77814727248541,52.0,36.57142857142857,30.0767535614925,21.152881625665056,31.0,29.0,29.886719691491923,27.958544227524705,23.0,16.714285714285715,13.804113625860506,10.03156083369987,19.0,13.285714285714286,58.40582828686484,40.84016564419873,104.0,74.14285714285714,38.275117125538706,27.286793665047508,31.0,18.571428571428573,107.61646879122405,64.47069558921257,99.0,79.28571428571429,37.94208275206574,30.386516489749617,28.0,34.0,8.425689928592277,10.231194913290624,12.0,5.428571428571429,62.50651109490572,28.27675501912402,196.0,134.28571428571428,18.45468386467444,10.231194913290624,138.0,102.57142857142857,14.26797532260616,10.604975446823213,25.0,13.428571428571429,50.126318322171876,26.924993841623753,16.0,16.857142857142858,14.06259613102824,14.815949495190466,11.0,3.2857142857142856,44.679122664500404,13.3457119647209,25.0,13.285714285714286,66.62047646964771,35.40402463815564,129.0,93.85714285714286,83.38450599528134,60.668461172646566,55.0,25.285714285714285,53.09495308336873,24.409887521444848,18.0,10.571428571428571,34.31185665268776,20.15140787538805,36471.0,24551.0,260782.0,214445.0,54564.0,304004.0,206.0,143.71428571428572,81.8704618527365,57.11628614691603,66.0,34.142857142857146,23.23780015491867,12.021286227328057,746.0,538.5714285714286,29.535091529090284,21.322729809396854,438.0,311.0,19.03537581177403,13.515986021602108,244.0,144.71428571428572,44.69093653154374,26.505807205183732,707.0,520.2857142857143,22.774053684919195,16.759568300762925
640,2021-12-04 15:00:00,10726.0,56103.0,81122.0,64970.0,6086.0,3614.0,13004.0,9651.0,15068.0,4507.0,26247.0,3909.0,22674.0,23804.0,1923.0,86011.0,102652.0,4274.0,3471.0,10513.0,3193.0,22026.0,11822.0,5309.0,56.0,38.857142857142854,82.22476727454263,57.05392014968264,165.0,125.0,28.048774268564465,21.24907141557914,258.0,182.0,30.191858730186592,21.298132902689765,210.0,138.42857142857142,35.85404331168432,23.634399978926602,28.0,17.857142857142858,30.177942079906877,19.246136530552857,35.0,22.285714285714285,105.12720391673926,66.93813800412785,70.0,42.714285714285715,40.487937486624524,24.705904711225987,53.0,32.857142857142854,51.09664979513136,31.677168336604346,40.0,21.571428571428573,24.007154131931316,12.946715264005816,17.0,15.142857142857142,52.2578463619317,46.54900600306521,109.0,80.57142857142857,40.115266987343446,29.652700630225038,33.0,21.571428571428573,114.55946677775464,74.88519256900845,134.0,90.85714285714286,51.355950391684935,34.82130538284821,58.0,40.42857142857143,17.453214852084006,12.165664539753138,7.0,6.142857142857143,36.46213147202833,31.997380679535073,200.0,147.85714285714286,18.831310065994327,12.165664539753138,156.0,114.71428571428571,16.129015582076526,11.860439113926239,17.0,14.285714285714286,34.08589645907687,28.6436104698125,28.0,19.571428571428573,24.60954322929942,17.201568481704186,6.0,4.0,24.37043054427295,16.24695369618197,21.0,15.428571428571429,55.961200234504076,41.11435119269687,101.0,105.71428571428571,65.28554345366989,68.33281775914529,41.0,28.857142857142858,39.579874116693055,27.857611747637623,23.0,13.285714285714286,43.84292794510103,25.325418005555253,36661.0,24625.0,261677.0,214910.0,54806.0,304873.0,190.0,166.14285714285714,75.51159102922298,66.03006042630551,74.0,43.42857142857143,26.054503203999715,15.290673695011417,895.0,619.4285714285714,35.43419157980671,24.52396722905696,465.0,343.14285714285717,20.208789389212157,14.912906947123686,242.0,167.85714285714286,44.324617379645844,30.74464310571657,869.0,599.2857142857143,27.99243656604637,19.304335261312595
641,2021-12-05 15:00:00,10715.0,56210.0,81218.0,65155.0,6099.0,3621.0,13039.0,9683.0,15082.0,4513.0,26303.0,3925.0,22728.0,23840.0,1931.0,86075.0,102739.0,4291.0,3475.0,10523.0,3199.0,22148.0,11845.0,5319.0,-11.0,30.285714285714285,-16.151293571785157,44.46849658725264,107.0,133.57142857142858,18.189205131735743,22.70615059836171,96.0,182.0,11.234179992627569,21.298132902689765,185.0,153.14285714285714,31.585704822198093,26.146622061309927,13.0,19.285714285714285,14.01118739424248,20.785827452997086,7.0,22.142857142857142,21.02544078334785,66.50904737589626,35.0,44.0,20.243968743312262,25.44956070587827,32.0,34.857142857142854,30.850807423475537,33.60534380057157,14.0,22.142857142857142,8.40250394617596,13.289674608747692,6.0,14.571428571428571,18.44394577479942,44.7924397387986,56.0,85.42857142857143,20.60967845221315,31.440274781692505,16.0,21.857142857142858,55.543983892244675,75.87704942422711,54.0,89.71428571428571,20.695681501126764,34.38330154155452,36.0,39.57142857142857,10.83302990819007,11.907735256224802,8.0,6.714285714285714,41.67100739660381,34.97388120786392,64.0,141.0,6.026019221118184,11.907735256224802,87.0,118.85714285714286,8.995027920773447,12.28877377682021,17.0,15.857142857142858,34.08589645907687,31.794407621491878,10.0,19.714285714285715,8.789122581892649,17.327127375731223,4.0,4.285714285714286,16.246953696181965,17.407450388766392,6.0,15.0,15.988914352715451,39.97228588178863,122.0,104.71428571428571,78.85976535987848,67.68642623980202,23.0,29.571428571428573,22.203344016681466,28.547156592876174,10.0,14.428571428571429,19.062142584826535,27.503948586678284,36788.0,24656.0,262190.0,215117.0,54925.0,305363.0,127.0,156.85714285714286,50.47353716163852,62.339644323373555,31.0,45.714285714285715,10.914724315189071,16.09544599474886,513.0,642.0,20.31032433568809,25.41759887624124,207.0,345.2857142857143,8.996170760358961,15.006035008825124,119.0,172.85714285714286,21.795989537925024,31.660440985461317,490.0,618.1428571428571,15.783997603409341,19.91176607287237
642,2021-12-06 15:00:00,10737.0,56291.0,81325.0,65248.0,6104.0,3636.0,13067.0,9731.0,15098.0,4540.0,26369.0,3936.0,22772.0,23880.0,1932.0,86223.0,102833.0,4310.0,3479.0,10527.0,3218.0,22185.0,11882.0,5332.0,22.0,32.714285714285715,32.302587143570314,48.03436659660781,81.0,133.57142857142858,13.769398277295283,22.70615059836171,107.0,181.14285714285714,12.521429783449479,21.19782772418416,93.0,153.57142857142858,15.87821918088877,26.219793578272547,5.0,17.571428571428573,5.388918228554799,18.93819834606401,15.0,22.0,45.05451596431682,66.07995674766467,28.0,44.285714285714285,16.195174994649808,25.614817593578778,48.0,38.57142857142857,46.2762111352133,37.1862410907964,16.0,22.857142857142858,9.602861652772527,13.718373789675038,27.0,17.285714285714285,82.9977559865974,53.136129494065,66.0,88.57142857142857,24.28997817582264,32.596940409112634,11.0,22.142857142857142,38.18648892591821,76.86890627944577,44.0,88.71428571428571,16.863147889806996,34.000048180422546,40.0,41.857142857142854,12.036699897988969,12.595546678967027,1.0,6.571428571428571,5.2088759245754765,34.22975607578171,148.0,150.42857142857142,13.9351694488358,12.595546678967027,94.0,122.42857142857143,9.718765799456369,12.658027796556395,19.0,17.571428571428573,38.096001924850626,35.231640877869374,4.0,18.857142857142858,3.51564903275706,16.573774011568997,4.0,4.857142857142857,16.246953696181965,19.728443773935243,19.0,15.571428571428571,50.63156211693226,41.49503962966629,37.0,104.14285714285714,23.91648621570085,67.31705965732014,37.0,32.714285714285715,35.71842298335715,31.581153911925817,13.0,15.714285714285714,24.780785360274496,29.9547954904417,36858.0,24681.0,262583.0,215425.0,55108.0,305789.0,70.0,159.0,27.820059852871626,63.19127880866556,25.0,45.285714285714285,8.802197028378284,15.94455118854809,393.0,643.1428571428571,15.559371274708422,25.462846048250565,308.0,361.42857142857144,13.385606735220096,15.707599740309293,183.0,184.85714285714286,33.518202398657806,33.858355896848714,426.0,626.2857142857143,13.722414242964042,20.174065741500453
643,2021-12-07 15:00:00,10761.0,56351.0,81444.0,65384.0,6117.0,3640.0,13088.0,9737.0,15100.0,4554.0,26500.0,3952.0,22794.0,23912.0,1934.0,86289.0,102887.0,4318.0,3483.0,10540.0,3224.0,22543.0,11946.0,5346.0,24.0,33.57142857142857,35.23918597480398,49.2929089528508,60.0,124.28571428571429,10.199554279477987,21.12764815034726,119.0,168.85714285714286,13.925702282527924,19.760120165603848,136.0,150.85714285714286,23.219761382805086,25.756373970842613,13.0,18.0,14.01118739424248,19.400105622797277,4.0,20.142857142857142,12.014537590484485,60.50177858065401,21.0,41.57142857142857,12.146381245987357,24.044877160423955,6.0,35.857142857142854,5.784526391901663,34.56943153255518,2.0,19.714285714285715,1.2003577065965658,11.832097393594719,14.0,18.285714285714285,43.03587347453199,56.21012045653158,131.0,94.85714285714286,48.21192637928433,34.910271663952884,16.0,23.571428571428573,55.543983892244675,81.82819055553902,22.0,77.28571428571429,8.431573944903498,29.620009767485662,32.0,41.142857142857146,9.629359918391176,12.380605609360083,2.0,5.714285714285714,10.417751849150953,29.765005283288442,66.0,139.85714285714286,6.214332321778128,12.380605609360083,54.0,115.14285714285714,5.583120778411105,11.90474959629458,8.0,16.142857142857142,16.040421863095,32.36727983088813,13.0,18.428571428571427,11.425859356460444,16.19709732948788,4.0,5.0,16.246953696181965,20.308692120227455,6.0,15.285714285714286,15.988914352715451,40.73366275572745,358.0,148.14285714285714,231.4081639248893,95.75828650842388,64.0,39.142857142857146,61.783218133374525,37.78705751907281,14.0,15.0,26.68699961875715,28.5932138772398,37256.0,24700.0,262973.0,215676.0,55239.0,306158.0,398.0,205.28571428571428,158.17691173489865,81.5865836909725,19.0,42.714285714285715,6.689669741567495,15.039182351343467,390.0,604.0,15.440597448183928,23.913130406931007,251.0,349.85714285714283,10.908400293961831,15.204708207121527,131.0,184.0,23.993904449312417,33.701361974606755,369.0,589.1428571428571,11.886316562567444,18.977611112670594
644,2021-12-08 15:00:00,10777.0,56422.0,81546.0,65490.0,6134.0,3645.0,13112.0,9748.0,15120.0,4573.0,26626.0,3961.0,22811.0,23951.0,1937.0,86360.0,103058.0,4328.0,3491.0,10547.0,3236.0,22821.0,11998.0,5359.0,16.0,30.857142857142858,23.49279064986932,45.30752482474798,71.0,117.57142857142857,12.06947256404895,19.986269457167577,102.0,159.85714285714286,11.936316242166793,18.706915791295014,106.0,157.0,18.09775519542161,26.805165713973516,17.0,18.857142857142858,18.32232197708632,20.323920176263815,5.0,19.571428571428573,15.018171988105607,58.78541606772767,24.0,41.0,13.881578566842691,23.71436338502293,11.0,30.571428571428573,10.604965051819716,29.47353923492752,20.0,20.428571428571427,12.003577065965658,12.260796574522065,19.0,19.571428571428573,58.40582828686484,60.162394551131456,126.0,102.71428571428571,46.37177651747959,37.801935732503196,9.0,23.0,31.243490939387627,79.84447684510171,17.0,69.85714285714286,6.515307139243611,26.77298479907669,39.0,40.0,11.735782400539243,12.036699897988967,3.0,5.857142857142857,15.62662777372643,30.509130415370652,71.0,132.85714285714286,6.685115073427986,12.036699897988967,171.0,124.14285714285714,17.679882464968504,12.835269726029765,10.0,16.714285714285715,20.05052732886875,33.513024249680626,7.0,17.571428571428573,6.152385807324855,15.443743965325655,8.0,5.857142857142857,32.49390739236393,23.790182197980737,12.0,15.142857142857142,31.977828705430902,40.35297431875804,278.0,167.28571428571428,179.696842377428,108.1320670215664,52.0,42.857142857142854,50.1988647333668,41.3726907143133,13.0,16.0,24.780785360274496,30.499428135722457,37559.0,24745.0,263332.0,216044.0,55371.0,306604.0,303.0,221.14285714285714,120.42111622028717,87.88867888213322,45.0,45.142857142857146,15.84395465108091,15.8942529198145,359.0,585.2857142857143,14.213267907430847,23.172207965278226,368.0,359.7142857142857,15.993192462860373,15.633097290948145,132.0,183.85714285714286,24.17706402526137,33.675196320899765,446.0,581.4285714285714,14.366659043103198,18.729116689759774
645,2021-12-09 15:00:00,10794.0,56499.0,81720.0,65744.0,6173.0,3654.0,13152.0,9762.0,15131.0,4591.0,26749.0,3965.0,22839.0,24024.0,1940.0,86432.0,103174.0,4339.0,3507.0,10567.0,3250.0,23106.0,12075.0,5384.0,17.0,24.285714285714285,24.961090065486154,35.658700093551644,77.0,102.42857142857143,13.089427991996748,17.412096234251706,174.0,150.71428571428572,20.36195123663747,17.636993887235246,254.0,170.85714285714286,43.366319053180085,29.171044762431595,39.0,21.0,42.03356218272744,22.63345655993016,9.0,16.857142857142858,27.03270957859009,50.632694131327476,40.0,38.57142857142857,23.135964278071153,22.309679839568613,14.0,27.857142857142858,13.497228247770547,26.85672967668629,11.0,18.0,6.601967386281111,10.803219359369093,18.0,17.142857142857142,55.331837324398265,52.69698792799835,123.0,102.14285714285714,45.267686600396736,37.591632891154084,4.0,17.142857142857142,13.885995973061169,59.51141131311929,28.0,56.857142857142854,10.73109411169536,21.790691104360985,73.0,43.714285714285715,21.966977313829865,13.154393459945085,3.0,5.142857142857143,15.62662777372643,26.788504754959597,72.0,116.71428571428571,6.779271623757957,13.154393459945085,116.0,116.57142857142857,11.993370561031265,12.052451204189055,11.0,15.285714285714286,22.055580061755624,30.648663202699375,20.0,14.0,17.578245163785297,12.30477161464971,16.0,7.571428571428571,64.98781478472786,30.75316235348729,14.0,14.714285714285714,37.30746682300272,39.2109090078498,285.0,187.14285714285714,184.22158301283088,120.96755576281124,77.0,49.857142857142854,74.33293431671622,48.13023019765114,25.0,16.571428571428573,47.65535646206634,31.58869342628397,37865.0,24811.0,263978.0,216355.0,55562.0,307263.0,306.0,228.57142857142858,121.61340449969597,90.84101176447878,66.0,46.57142857142857,23.23780015491867,16.397235607150403,646.0,563.1428571428571,25.575963978273894,22.29554400759745,311.0,335.42857142857144,13.51598602160211,14.577645924998508,191.0,177.42857142857142,34.983479006249404,32.49774190408509,659.0,566.5714285714286,21.22786616458522,18.25053483822783
