,ReportDate,Allegany,AnneArundel,Baltimore,BaltimoreCity,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Fredrick,Garrett,Harford,Howard,Kent,Montgomery,PrinceGeorges,QueenAnnes,Somerset,StMarys,Talbot,Washington,Wicomico,Worcester,AlleganyDailyCases,AlleganyDailyCases7Day,AlleganyDaily100K,AlleganyDailyCases100k7D,AADailyCases,AA7Day,AADaily100k3,AA100k7D-2020Census,BaltimoreDailyCases,Baltimore7Day,BaltimoreDaily100k,Baltimore7D100k,BaltCityDailyCases,BaltCity7Day,BaltCityeDaily100k,BaltCity7D100k,CalvertDailyCase,Calvert7Day,CalverteDaily100k,Calvert7D100k,CarolineDailyCases,Caroline7Day,CarolineDaily100k,Caroline7D100k,CarrollDaily,Carroll7Day,CarrollDaily100k,Carroll7D100k,CecilDaily,Cecil7Day,CecilDaily100k,Cecil7D100k,CharlesDaily,Charles7Day,CharlesDaily100K,Charles7D100k,DorchesterDaily,Dorchester7Day,DorchesterDaily100K,Dorchester7D100k,FrederickDaily,Frederick7Day,FrederrickDaily100K,Frederick7D100k,GarrettDaily,Garrett7Day,GarrettDaily100k,Garrett7D100k,HarfordDaily,Harford7Day,HarfordDaily100k,Harford7D100k,HowardDaily,Howard7Day,HowardDaily100k,Howard7D100k,KentDaily,Kent7Day,KentDaily100k,Kent7D100k,MontgomeryDaily,Montgomery7Day,MontgomeryDaily100k,Montgomery7D100k,PGDaily,PG7Day,PGDaily100k,PG7D100k,QADaily,QA7Day,QADaily100k,QA7D100k,StMarysDaily,StMarys7Day,StMarysDaily100k,StMarys7D100k,SomersetDaily,Somerset7Day,SomersetDaily100k,Somerset7D100k,TalbotDaily,Talbot7Day,TalbotDaily100k,Talbot7D100k,WashingtonDaily,Washington7Day,WashingtonDaily100k,Washington7D100k,WicomicoDaily,Wicomico7Day,WicomicoDaily100k,Wicomico7D100k,WorcesterDaily,Worcester7Day,WorcesterDaily100k,Worcester7D100k,Western,southern,central,capital,Eastern,I95,WesternDaily,Western7Day,WesternDaily100k,Western7D100k,SouthernDaily,Southern7Day,SouthernDaily100k,Southern7D100k,CentralDaily,Central7Day,CentralDaily100k,Central7D100k,CapitalDaily,Capital7Day,CapitalDaily100k,Capital7D100k,EasternDaily,Eastern7Day,EasternDaily100k,Eastern7D100k,I95Daily,I957Day,I95Daily100k,I957D100k
28,2020-04-01 14:00:00,,158.0,289.0,221.0,18.0,4.0,96.0,16.0,56.0,1.0,35.0,3.0,34.0,142.0,3.0,447.0,403.0,7.0,4.0,19.0,3.0,15.0,7.0,4.0,,,,,31.0,18.142857142857142,5.269769711063627,3.0841509368897726,62.0,34.0,7.255407911905305,3.978772080722264,34.0,24.0,5.804940345701271,4.0976049499067795,3.0,2.142857142857143,3.23335093713288,2.3095363836663423,0.0,0.42857142857142855,0.0,1.2872718846947662,4.0,13.0,2.3135964278071155,7.519188390373126,2.0,1.7142857142857142,1.928175463967221,1.652721826257618,16.0,6.857142857142857,9.602861652772527,4.115512136902511,,,,,2.0,4.0,0.7360599447218982,1.4721198894437963,0.0,0.0,0.0,0.0,9.0,4.142857142857143,3.449280250187794,1.5877639246896196,25.0,15.285714285714286,7.522937436243105,4.599738889588642,0.0,0.2857142857142857,0.0,1.488250264164422,59.0,45.714285714285715,5.555236469468326,4.599738889588642,62.0,46.714285714285715,6.410249782620158,4.8298425781492895,3.0,0.8571428571428571,6.015158198660624,1.7186166281887498,4.0,2.4285714285714284,3.51564903275706,2.134501198459643,3.0,0.42857142857142855,12.185215272136475,1.7407450388766392,0.0,0.2857142857142857,0.0,0.7613768739388309,4.0,1.8571428571428572,2.585566077373065,1.2004413930660658,0.0,0.42857142857142855,0.0,0.41372690714313304,1.0,0.2857142857142857,1.9062142584826536,0.5446326452807582,,78.0,940.0,885.0,64.0,1105.0,,,,,22.0,9.428571428571429,7.745933384972888,3.3196857364169525,165.0,108.57142857142857,6.532560458847046,4.298481340886368,123.0,96.42857142857143,5.345550741662571,4.190762776564733,,,,,194.0,125.85714285714286,6.249174561349821,4.054140492304265
29,2020-04-02 14:00:00,1.0,206.0,353.0,265.0,22.0,4.0,105.0,20.0,69.0,1.0,45.0,3.0,37.0,152.0,5.0,498.0,473.0,8.0,4.0,27.0,4.0,17.0,7.0,5.0,,,,,48.0,23.571428571428573,8.15964342358239,4.006967752652066,64.0,38.857142857142854,7.48945332841838,4.547168092254016,44.0,27.571428571428573,7.512275741495762,4.7073675912619555,4.0,2.142857142857143,4.31113458284384,2.309536383666343,0.0,0.42857142857142855,0.0,1.2872718846947662,9.0,14.0,5.20559196256601,8.097587497324906,4.0,2.2857142857142856,3.856350927934442,2.203629101676824,13.0,8.428571428571429,7.802325092877678,5.05865033494267,0.0,,0.0,,10.0,4.428571428571429,3.6802997236094908,1.6298470204556317,0.0,0.0,0.0,0.0,3.0,4.0,1.1497600833959314,1.5330134445279084,10.0,14.714285714285714,3.0091749744972422,4.427786033903085,2.0,0.5714285714285714,10.417751849150953,2.976500528328844,51.0,47.714285714285715,4.8019840668285525,4.427786033903085,70.0,53.142857142857146,7.237378786829211,5.494499813674421,1.0,1.0,2.005052732886875,2.005052732886875,8.0,3.2857142857142856,7.03129806551412,2.887854562621871,0.0,0.42857142857142855,0.0,1.7407450388766392,1.0,0.42857142857142855,2.664819058785908,1.1420653109082464,2.0,2.142857142857143,1.2927830386865324,1.385124684306999,0.0,0.2857142857142857,0.0,0.27581793809542204,1.0,0.42857142857142855,1.9062142584826536,0.8169489679211372,21.0,95.0,1118.0,1016.0,81.0,1300.0,,,,,17.0,11.0,5.985493979297233,3.872966692486444,178.0,122.71428571428571,7.047247040453177,4.858415094501829,131.0,105.28571428571429,5.693228838681274,4.575692098264012,17.0,,3.1137127911321456,,195.0,140.57142857142858,6.2813868013567795,4.528120595263788
30,2020-04-03 14:00:00,2.0,249.0,427.0,313.0,30.0,4.0,129.0,25.0,90.0,1.0,54.0,3.0,41.0,166.0,5.0,566.0,563.0,12.0,4.0,30.0,5.0,27.0,7.0,5.0,1.0,,1.4682994156168325,,43.0,26.571428571428573,7.309680566959225,4.516945466625965,74.0,46.285714285714285,8.65968041098375,5.416479639302578,48.0,32.142857142857146,8.195209899813559,5.48786377219658,8.0,3.0,8.62226916568768,3.23335093713288,0.0,0.42857142857142855,0.0,1.2872718846947662,24.0,17.142857142857142,13.881578566842691,9.915413262030496,5.0,2.2857142857142856,4.820438659918053,2.203629101676824,21.0,10.428571428571429,12.603755919263941,6.259008041539237,0.0,,0.0,,9.0,5.571428571428571,3.3122697512485417,2.050452703153859,0.0,0.0,0.0,0.0,4.0,3.2857142857142856,1.5330134445279084,1.2592610437193534,14.0,14.857142857142858,4.2128449642961385,4.470774247824473,0.0,0.42857142857142855,0.0,2.2323753962466326,68.0,51.142857142857146,6.402645422438071,4.470774247824473,90.0,59.285714285714285,9.305201297351843,6.129616727620658,4.0,1.5714285714285714,8.0202109315475,3.1507971516793747,3.0,3.7142857142857144,2.6367367745677948,3.264531244702984,0.0,0.42857142857142855,0.0,1.7407450388766392,1.0,0.5714285714285714,2.664819058785908,1.5227537478776618,10.0,3.142857142857143,6.463915193432663,2.0315162036502654,0.0,0.2857142857142857,0.0,0.27581793809542204,0.0,0.42857142857142855,0.0,0.8169489679211372,32.0,124.0,1325.0,1183.0,94.0,1535.0,11.0,,4.371723691165542,,29.0,13.857142857142858,10.210548552918809,4.878932067158248,207.0,140.28571428571428,8.19539403018993,5.5540903641452815,167.0,116.0,7.257780275265441,5.041332406771205,13.0,,2.381074487336347,,235.0,158.14285714285714,7.569876401635094,5.094135669671762
31,2020-04-04 14:00:00,3.0,289.0,491.0,343.0,33.0,4.0,134.0,33.0,95.0,1.0,73.0,3.0,44.0,180.0,5.0,640.0,653.0,13.0,4.0,34.0,6.0,29.0,8.0,7.0,1.0,,1.4682994156168325,,40.0,28.714285714285715,6.799702852985325,4.881215262321609,64.0,50.0,7.48945332841838,5.851135412826859,30.0,33.0,5.122006187383475,5.6342068061218225,3.0,3.5714285714285716,3.23335093713288,3.849227306110571,0.0,0.42857142857142855,0.0,1.2872718846947662,5.0,17.714285714285715,2.891995534758894,10.245927037431512,8.0,2.857142857142857,7.712701855868884,2.75453637709603,5.0,10.571428571428571,3.0008942664914144,6.344747877724705,0.0,,0.0,,19.0,7.285714285714286,6.9925694748580325,2.6813612272012004,0.0,0.0,0.0,0.0,3.0,3.2857142857142856,1.1497600833959314,1.2592610437193534,14.0,15.285714285714286,4.2128449642961385,4.599738889588641,0.0,0.42857142857142855,0.0,2.2323753962466326,74.0,55.0,6.9675847244179,4.599738889588641,90.0,65.28571428571429,9.305201297351843,6.749963480777447,1.0,1.7142857142857142,2.005052732886875,3.4372332563774997,4.0,3.7142857142857144,3.51564903275706,3.2645312447029844,0.0,0.42857142857142855,0.0,1.7407450388766392,1.0,0.5714285714285714,2.664819058785908,1.5227537478776618,2.0,3.2857142857142856,1.2927830386865324,2.123857849270732,1.0,0.2857142857142857,0.965362783333977,0.27581793809542204,2.0,0.7142857142857143,3.812428516965307,1.3615816132018954,35.0,132.0,1481.0,1366.0,111.0,1744.0,3.0,,1.192288279408784,,8.0,14.571428571428571,2.8167030490810507,5.130423410826198,156.0,148.0,6.176238979273571,5.85950877520826,183.0,127.57142857142857,7.953136469302849,5.5442239399589734,17.0,,3.1137127911321456,,209.0,169.71428571428572,6.732358161454189,5.466877304037988
32,2020-04-05 14:00:00,6.0,319.0,590.0,394.0,39.0,4.0,142.0,36.0,111.0,1.0,112.0,3.0,52.0,199.0,5.0,693.0,785.0,13.0,4.0,40.0,7.0,34.0,11.0,9.0,3.0,,4.404898246850498,,30.0,31.428571428571427,5.099777139738993,5.342623670202755,99.0,61.142857142857146,11.58524811739718,7.155102733399701,51.0,37.857142857142854,8.707410518551907,6.46348399836486,6.0,4.142857142857143,6.46670187426576,4.465103675088264,0.0,0.14285714285714285,0.0,0.4290906282315888,8.0,8.571428571428571,4.627192855614231,4.957706631015247,3.0,3.2857142857142856,2.8922631959508314,3.1677168336604344,16.0,11.857142857142858,9.602861652772527,7.116406403393925,0.0,,0.0,,39.0,12.571428571428571,14.353168922077012,4.626662509680502,0.0,0.0,0.0,0.0,8.0,4.142857142857143,3.066026889055817,1.5877639246896196,19.0,16.857142857142858,5.71743245154476,5.072609242723922,0.0,0.2857142857142857,0.0,1.488250264164422,53.0,56.0,4.990297167488497,5.072609242723922,132.0,76.85714285714286,13.64762856944937,7.946346504722685,0.0,1.2857142857142858,0.0,2.5779249422831247,6.0,4.571428571428571,5.2734735491355895,4.017884608865211,0.0,0.42857142857142855,0.0,1.7407450388766392,1.0,0.5714285714285714,2.664819058785908,1.5227537478776618,5.0,4.0,3.2319575967163314,2.5855660773730653,3.0,0.7142857142857143,2.8960883500019308,0.689544845238555,2.0,1.0,3.812428516965307,1.9062142584826536,43.0,154.0,1696.0,1590.0,126.0,2056.0,8.0,,3.1794354117567574,,22.0,16.428571428571427,7.745933384972888,5.784300904362872,215.0,160.0,8.512124234255243,6.334604081306226,224.0,145.42857142857142,9.734986716523705,6.320291120804293,15.0,,2.7473936392342466,,312.0,200.14285714285714,10.050218882170846,6.44704974996399
33,2020-04-06 14:00:00,6.0,343.0,648.0,435.0,40.0,6.0,150.0,37.0,129.0,1.0,138.0,3.0,55.0,214.0,5.0,793.0,916.0,15.0,4.0,41.0,8.0,37.0,11.0,10.0,0.0,,0.0,,24.0,33.285714285714285,4.079821711791195,5.6583241598056455,58.0,66.0,6.787317078879156,7.723498744931454,41.0,40.42857142857143,7.000075122757415,6.902513100140587,1.0,4.0,1.07778364571096,4.31113458284384,2.0,0.2857142857142857,6.0072687952422426,0.8581812564631776,8.0,9.714285714285714,4.627192855614231,5.61873418181728,1.0,3.4285714285714284,0.9640877319836105,3.305443652515236,18.0,13.714285714285714,10.803219359369093,8.231024273805023,0.0,,0.0,,26.0,16.0,9.568779281384677,5.888479557775185,0.0,0.0,0.0,0.0,3.0,4.428571428571429,1.1497600833959314,1.6972648850130414,15.0,16.857142857142858,4.513762461745863,5.072609242723922,0.0,0.2857142857142857,0.0,1.488250264164422,100.0,64.57142857142857,9.415655032997163,5.072609242723922,131.0,88.85714285714286,13.544237443923238,9.187040011036263,2.0,1.5714285714285714,4.01010546577375,3.1507971516793747,1.0,4.571428571428571,0.878912258189265,4.017884608865211,0.0,0.42857142857142855,0.0,1.7407450388766392,1.0,0.5714285714285714,2.664819058785908,1.5227537478776618,3.0,4.285714285714286,1.9391745580297985,2.7702493686139986,0.0,0.7142857142857143,0.0,0.689544845238555,1.0,1.0,1.9062142584826536,1.9062142584826536,46.0,173.0,1845.0,1847.0,134.0,2305.0,3.0,,1.192288279408784,,19.0,18.142857142857142,6.689669741567495,6.387880129165954,149.0,170.71428571428572,5.899100050716424,6.758796318893697,257.0,169.42857142857142,11.169158866725859,7.363325411860406,8.0,,1.4652766075915982,,249.0,220.0,8.020847761732503,7.086692801530726
34,2020-04-07 14:00:00,7.0,370.0,652.0,459.0,41.0,11.0,159.0,41.0,136.0,3.0,151.0,3.0,59.0,236.0,8.0,871.0,1020.0,15.0,4.0,46.0,8.0,44.0,17.0,10.0,1.0,,1.4682994156168325,,27.0,34.714285714285715,4.589799425765094,5.901170690269407,4.0,60.714285714285715,0.46809083302614873,7.1049501441469,24.0,38.857142857142854,4.0976049499067795,6.63421753794431,1.0,3.7142857142857144,1.07778364571096,4.003196398354994,5.0,1.0,15.018171988105607,3.0036343976211213,9.0,9.571428571428571,5.20559196256601,5.536105737967026,4.0,3.857142857142857,3.856350927934442,3.7186241090796406,7.0,13.714285714285714,4.20125197308798,8.231024273805023,2.0,,6.14798192493314,,13.0,16.857142857142858,4.784389640692338,6.2039338197988565,0.0,0.0,0.0,0.0,4.0,4.857142857142857,1.5330134445279084,1.8615163254981744,22.0,17.0,6.620184943893933,5.115597456645312,3.0,0.7142857142857143,15.62662777372643,3.720625660411055,78.0,69.0,7.344210925737788,5.115597456645312,104.0,97.0,10.752677054717687,10.028939176034765,0.0,1.5714285714285714,0.0,3.1507971516793747,5.0,4.428571428571429,4.394561290946324,3.8923257148381736,0.0,0.42857142857142855,0.0,1.7407450388766392,0.0,0.7142857142857143,0.0,1.9034421848470775,7.0,4.714285714285714,4.524740635402863,3.0472743054753977,6.0,1.4285714285714286,5.7921767000038615,1.37908969047711,0.0,1.0,0.0,1.9062142584826536,54.0,181.0,1935.0,2042.0,159.0,2467.0,8.0,,3.1794354117567574,,8.0,17.857142857142858,2.8167030490810507,6.287283591698773,90.0,165.71428571428572,3.5632147957347526,6.560839941352877,195.0,182.85714285714286,8.474653614830904,7.946927931856086,25.0,,4.578989398723744,,162.0,222.28571428571428,5.21838288112717,7.160320778689487
35,2020-04-08 14:00:00,6.0,466.0,866.0,571.0,56.0,11.0,186.0,49.0,164.0,4.0,199.0,5.0,86.0,274.0,9.0,1088.0,1310.0,16.0,4.0,62.0,10.0,57.0,20.0,10.0,-1.0,,-1.4682994156168325,,96.0,44.0,16.31928684716478,7.479673138283857,214.0,82.42857142857143,25.042859566898958,9.64601466628885,112.0,50.0,19.122156432898304,8.536676978972457,15.0,5.428571428571429,16.1667546856644,5.8508255052880696,0.0,1.0,0.0,3.0036343976211213,27.0,12.857142857142858,15.61677588769803,7.436559946522871,8.0,4.714285714285714,7.712701855868884,4.54498502220845,28.0,15.428571428571429,16.80500789235192,9.25990230803065,1.0,0.42857142857142855,3.07399096246657,1.3174246981999587,48.0,23.428571428571427,17.665438673325554,8.622416495313663,2.0,0.2857142857142857,6.942997986530584,0.991856855218655,27.0,7.428571428571429,10.347840750563382,2.847024968408973,38.0,18.857142857142858,11.43486490308952,5.674444237623371,1.0,0.8571428571428571,5.2088759245754765,4.464750792493265,217.0,91.57142857142857,20.431971421603844,5.674444237623371,290.0,129.57142857142858,29.98342640257816,13.396535836028765,1.0,1.2857142857142858,2.005052732886875,2.5779249422831247,16.0,6.142857142857143,14.06259613102824,5.3990324431626275,0.0,0.0,0.0,0.0,2.0,1.0,5.329638117571816,2.664819058785908,13.0,6.0,8.403089751462462,3.878349116059597,3.0,1.8571428571428572,2.8960883500019308,1.792816597620243,0.0,0.8571428571428571,0.0,1.6338979358422745,68.0,224.0,2449.0,2597.0,191.0,3156.0,14.0,,5.564011970574326,,43.0,20.857142857142858,15.139778888810648,7.343547235104168,514.0,215.57142857142858,20.349915611196256,8.534747820259907,555.0,244.57142857142858,24.120167980672576,10.629016108857515,32.0,18.142857142857142,5.861106430366393,3.323038020788089,689.0,293.0,22.194233364793956,9.438186322038648
36,2020-04-09 14:00:00,8.0,505.0,979.0,638.0,66.0,12.0,203.0,54.0,180.0,7.0,233.0,5.0,101.0,299.0,9.0,1214.0,1476.0,17.0,4.0,65.0,13.0,60.0,21.0,16.0,2.0,1.0,2.936598831233665,1.4682994156168323,39.0,42.714285714285715,6.629710281660691,7.261111260866471,113.0,89.42857142857143,13.223566032988701,10.465173624084612,67.0,53.285714285714285,11.439147151823093,9.097658609019218,10.0,6.285714285714286,10.777836457109599,6.774640058754605,1.0,1.1428571428571428,3.0036343976211213,3.43272502585271,17.0,14.0,9.83278481818024,8.097587497324904,5.0,4.857142857142857,4.820438659918053,4.682711841063251,16.0,15.857142857142858,9.602861652772527,9.517121816587059,3.0,0.8571428571428571,9.22197288739971,2.6348493963999173,34.0,26.857142857142858,12.513019060272269,9.884233543408346,0.0,0.2857142857142857,0.0,0.991856855218655,15.0,9.142857142857142,5.748800416979657,3.5040307303495046,25.0,21.0,7.522937436243105,6.319267446444209,0.0,0.5714285714285714,0.0,2.976500528328844,126.0,102.28571428571429,11.863725341576425,6.319267446444209,166.0,143.28571428571428,17.162926837337846,14.814471271815714,1.0,1.2857142857142858,2.005052732886875,2.5779249422831247,3.0,5.428571428571429,2.6367367745677948,4.771237973027438,0.0,0.0,0.0,0.0,3.0,1.2857142857142858,7.9944571763577255,3.426195932724739,3.0,6.142857142857143,1.9391745580297985,3.970690761680064,1.0,2.0,0.965362783333977,1.930725566667954,6.0,1.5714285714285714,11.43728555089592,2.9954795490441697,73.0,250.0,2725.0,2923.0,214.0,3547.0,5.0,7.428571428571429,1.9871471323479732,2.952332882345561,26.0,22.142857142857142,9.154284909513414,7.796231653706479,276.0,229.57142857142858,10.927192040253242,9.0890256773742,326.0,272.42857142857144,14.16788245351218,11.839680910976215,23.0,19.0,4.212670246825844,3.480031943030046,391.0,321.0,12.594985842720517,10.34012904223347
37,2020-04-10 14:00:00,10.0,554.0,1072.0,689.0,76.0,12.0,214.0,64.0,220.0,7.0,289.0,4.0,110.0,319.0,9.0,1388.0,1716.0,17.0,4.0,71.0,13.0,66.0,28.0,16.0,2.0,1.1428571428571428,2.936598831233665,1.6780564749906657,49.0,43.57142857142857,8.329635994907022,7.406819179144729,93.0,92.14285714285714,10.883111867857957,10.782806689352354,51.0,53.714285714285715,8.707410518551907,9.170830125981839,10.0,6.571428571428571,10.777836457109599,7.082578243243451,0.0,1.1428571428571428,0.0,3.43272502585271,11.0,12.142857142857142,6.362390176469568,7.0234177272716005,10.0,5.571428571428571,9.640877319836106,5.371345935337259,40.0,18.571428571428573,24.007154131931316,11.146178704110968,0.0,0.8571428571428571,0.0,2.6348493963999173,56.0,33.57142857142857,20.60967845221315,12.355291929260432,-1.0,0.14285714285714285,-3.471498993265292,0.4959284276093275,9.0,9.857142857142858,3.449280250187794,3.77778313115806,20.0,21.857142857142858,6.0183499489944845,6.577196729972544,0.0,0.5714285714285714,0.0,2.976500528328844,174.0,117.42857142857143,16.383239757415065,6.577196729972544,240.0,164.71428571428572,24.81387012627158,17.02999539023282,0.0,0.7142857142857143,0.0,1.4321805234906246,6.0,5.857142857142857,5.2734735491355895,5.1479146551085515,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,3.0455074957553236,6.0,5.571428571428571,3.878349116059597,3.601324179198197,7.0,3.0,6.757539483337839,2.896088350001931,0.0,1.5714285714285714,0.0,2.9954795490441697,80.0,300.0,2958.0,3393.0,237.0,3970.0,7.0,6.857142857142857,2.782005985287163,2.7252303529343633,50.0,25.142857142857142,17.60439405675657,8.852495297111874,233.0,233.28571428571428,9.224767193402194,9.236078986404525,470.0,315.7142857142857,20.426088199848845,13.720867757345275,23.0,20.428571428571427,4.212670246825844,3.741688480099974,423.0,347.85714285714283,13.625777522943167,11.205257773848908
38,2020-04-11 14:00:00,11.0,615.0,1173.0,756.0,82.0,15.0,214.0,66.0,235.0,8.0,341.0,4.0,120.0,351.0,10.0,1537.0,1923.0,19.0,4.0,73.0,13.0,72.0,33.0,19.0,1.0,1.1428571428571428,1.4682994156168325,1.6780564749906657,61.0,46.57142857142857,10.36954685080262,7.916796893118628,101.0,97.42857142857143,11.819293533910255,11.401355290136907,67.0,59.0,11.439147151823093,10.073278835187498,6.0,7.0,6.46670187426576,7.544485519976719,3.0,1.5714285714285714,9.010903192863365,4.7199969105474775,0.0,11.428571428571429,0.0,6.61027550802033,2.0,4.714285714285714,1.928175463967221,4.54498502220845,15.0,20.0,9.002682799474243,12.003577065965658,1.0,1.0,3.07399096246657,3.07399096246657,52.0,38.285714285714285,19.137558562769353,14.09029037039062,0.0,0.14285714285714285,0.0,0.4959284276093275,10.0,10.857142857142858,3.8325336113197714,4.161036492290037,32.0,24.428571428571427,9.629359918391176,7.350984580557549,1.0,0.7142857142857143,5.2088759245754765,3.720625660411055,149.0,128.14285714285714,14.029325999165772,7.350984580557549,207.0,181.42857142857142,21.40196298390924,18.75810420259816,2.0,0.8571428571428571,4.01010546577375,1.71861662818875,2.0,5.571428571428571,1.75782451637853,4.896796867054476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.664819058785908,6.0,6.142857142857143,3.878349116059597,3.9706907616800637,5.0,3.5714285714285716,4.8268139166698845,3.4477242261927747,3.0,1.7142857142857142,5.71864277544796,3.267795871684549,87.0,321.0,3229.0,3801.0,256.0,4389.0,7.0,7.428571428571429,2.782005985287163,2.95233288234556,21.0,27.0,7.393845503837758,9.506372790648545,271.0,249.71428571428572,10.729235662712423,9.886507084038646,408.0,347.85714285714283,17.731582947953893,15.117788682866854,19.0,20.714285714285715,3.4800319430300455,3.7940197875139594,419.0,377.85714285714283,13.496928562915336,12.171624974057641
39,2020-04-12 14:00:00,13.0,659.0,1257.0,812.0,90.0,17.0,236.0,74.0,253.0,9.0,368.0,4.0,129.0,371.0,11.0,1631.0,2035.0,19.0,4.0,82.0,14.0,75.0,42.0,20.0,2.0,1.0,2.936598831233665,1.4682994156168323,44.0,48.57142857142857,7.479673138283857,8.256782035767895,84.0,95.28571428571429,9.829907493549124,11.150592343872901,56.0,59.714285714285715,9.561078216449152,10.195231363458534,8.0,7.285714285714286,8.62226916568768,7.852423704465565,2.0,1.8571428571428572,6.0072687952422426,5.5781781670106545,22.0,13.428571428571429,12.724780352939137,7.767073721923889,8.0,5.428571428571429,7.712701855868884,5.2336191164824575,18.0,20.285714285714285,10.803219359369093,12.175056738336595,1.0,1.1428571428571428,3.07399096246657,3.513132528533223,27.0,36.57142857142857,9.936809253745626,13.459381846343279,0.0,0.14285714285714285,0.0,0.4959284276093275,9.0,11.0,3.449280250187794,4.215786972451748,20.0,24.571428571428573,6.0183499489944845,7.393972794478938,1.0,0.8571428571428571,5.2088759245754765,4.464750792493265,94.0,134.0,8.850715731017333,7.393972794478938,112.0,178.57142857142858,11.579806058926739,18.462700986809214,0.0,0.8571428571428571,0.0,1.71861662818875,9.0,6.0,7.910210323703384,5.2734735491355895,0.0,0.0,0.0,0.0,1.0,1.0,2.664819058785908,2.6648190587859086,3.0,5.857142857142857,1.9391745580297985,3.7860074704391304,9.0,4.428571428571429,8.688265050005793,4.275178040479041,1.0,1.5714285714285714,1.9062142584826536,2.9954795490441697,92.0,347.0,3464.0,4034.0,288.0,4678.0,5.0,7.0,1.9871471323479732,2.782005985287163,26.0,27.571428571428573,9.154284909513414,9.707565865582907,235.0,252.57142857142858,9.30394974441852,9.999625014061973,233.0,349.14285714285717,10.126124575669747,15.173665519887717,32.0,23.142857142857142,5.861106430366393,4.2388359005328375,289.0,374.57142857142856,9.309337362010817,12.065784756891924
40,2020-04-13 14:00:00,15.0,724.0,1361.0,873.0,94.0,21.0,250.0,83.0,274.0,12.0,417.0,4.0,142.0,386.0,11.0,1756.0,2205.0,19.0,6.0,95.0,16.0,93.0,58.0,21.0,2.0,1.2857142857142858,2.936598831233665,1.887813534364499,65.0,54.42857142857143,11.049517136101153,9.252452810669316,104.0,101.85714285714286,12.170361658679866,11.919598712415858,61.0,62.57142857142857,10.414745914346398,10.683041476542675,4.0,7.714285714285714,4.31113458284384,8.314330981198834,4.0,2.142857142857143,12.014537590484485,6.4363594234738315,14.0,14.285714285714286,8.097587497324904,8.262844385025414,9.0,6.571428571428571,8.676789587852495,6.33543366732087,21.0,20.714285714285715,12.603755919263941,12.432276246893,3.0,1.5714285714285714,9.22197288739971,4.830557226733181,49.0,39.857142857142854,18.033468645686504,14.668623184100685,0.0,0.14285714285714285,0.0,0.4959284276093275,13.0,12.428571428571429,4.982293694715702,4.7632917740688585,15.0,24.571428571428573,4.513762461745863,7.393972794478938,0.0,0.8571428571428571,0.0,4.464750792493265,125.0,137.57142857142858,11.769568791246455,7.393972794478938,170.0,184.14285714285714,17.57649133944237,19.03873725759766,0.0,0.5714285714285714,0.0,1.1457444187924999,13.0,7.714285714285714,11.425859356460444,6.780180277460043,2.0,0.2857142857142857,8.123476848090982,1.160496692584426,2.0,1.1428571428571428,5.329638117571816,3.0455074957553236,18.0,8.0,11.635047348178793,5.17113215474613,16.0,6.714285714285714,15.445804533343631,6.481721545242416,1.0,1.5714285714285714,1.9062142584826536,2.9954795490441697,112.0,374.0,3736.0,4378.0,336.0,5050.0,20.0,9.428571428571429,7.948588529391893,3.74719173528475,27.0,28.714285714285715,9.506372790648546,10.10995201545163,272.0,270.14285714285717,10.768826938220586,10.695300283705423,344.0,361.57142857142856,14.950158171804262,15.713808277756058,48.0,28.857142857142858,8.79165964554959,5.28546204881255,372.0,392.14285714285717,11.982953282588317,12.631799831299897
